,Title,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist,Developer,Publisher,Year Released,Month Released,Game Type,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Total Sales,North American Sales,Japan Sales,PAL Sales,Other Sales,Console
576,Sea of Thieves,20-Mar-18,"['Rare', 'Xbox Game Studios']",3.3,354,354,"['Adventure', 'Simulator']",5300,270,536,407,Rare Ltd.,Microsoft Studios,2018,Mar,AAA,Adventure,Simulator,,,,,,,,,,"['XOne', 'PC']"
579,NieR,22-Apr-10,"['Square Enix', 'Cavia']",4.2,743,743,"['Adventure', 'RPG', 'Shooter', 'Simulator', 'Strategy']",2900,67,999,854,Cavia,Square Enix,2010,Apr,AAA,Adventure,RPG,Shooter,Simulator,Strategy,,0.29,0.13,0.04,0.1,0.02,"['Series', 'PS3', 'X360']"
582,Max Payne 2: The Fall of Max Payne,14-Oct-03,"['Remedy Entertainment', 'Rockstar Games']",4.1,553,553,['Shooter'],4100,37,1.1K,464,Remedy Entertainment,Rockstar Games,2003,Oct,AAA,Shooter,,,,,,0.03,,,0.02,0.0,"['PS2', 'XB', 'PC']"
585,The Elder Scrolls III: Morrowind,1-May-02,"['Bethesda Game Studios', 'ZeniMax Media']",4,549,549,"['Adventure', 'RPG']",3700,150,1.7K,487,Bethesda Game Studios,Bethesda Softworks,2002,May,AAA,Adventure,RPG,,,,,0.0,,,0.0,0.0,"['XB', 'PC']"
590,Injustice: Gods Among Us,16-Apr-13,"['NetherRealm Studios', 'WB Games']",3,364,364,"['Adventure', 'Fighting']",7100,17,502,112,NetherRealm Studios,Warner Bros. Interactive Entertainment,2013,Apr,AAA,Adventure,Fighting,,,,,,,,,,"['X360', 'PS3', 'WiiU', 'PC']"
593,Mortal Kombat X,13-Apr-15,"['NetherRealm Studios', 'WB Games']",3.3,430,430,['Fighting'],7100,43,602,138,NetherRealm Studios,Warner Bros. Interactive Entertainment,2015,Apr,AAA,Fighting,,,,,,0.05,0.01,,0.04,0.0,"['PS4', 'XOne', 'PC']"
595,Star Wars: The Force Unleashed,16-Sep-08,"['THQ Wireless', 'Aspyr Media']",3.2,417,417,"['Adventure', 'Brawler', 'RPG']",7400,50,823,350,LucasArts,LucasArts,2008,Sep,AAA,Adventure,Brawler,RPG,,,,0.88,0.5,0.0,0.29,0.09,"['X360', 'PS3', 'Wii', 'PS2', 'PSP', 'DS']"
596,Shovel Knight: Treasure Trove,9-Dec-19,"['Yacht Club Games', 'Nintendo']",4.3,445,445,"['Adventure', 'Indie', 'Platform']",3800,186,1.3K,574,Yacht Club Games,Yacht Club Games,2019,Dec,Indie,Adventure,Indie,Platform,,,,,,,,,['PS4']
598,Donkey Kong Country Returns,21-Nov-10,"['Retro Studios', 'Nintendo']",3.9,521,521,"['Adventure', 'Platform']",5300,67,1.1K,443,Retro Studios,Nintendo,2010,Nov,AAA,Adventure,Platform,,,,,,,,,,['Wii']
601,Deus Ex: Human Revolution,23-Aug-11,"['Square Enix', 'Eidos Montr̩al']",3.8,559,559,"['RPG', 'Shooter']",5800,65,1.7K,488,Eidos Montreal,Square Enix,2011,Aug,AAA,RPG,Shooter,,,,,0.58,0.25,,0.26,0.08,"['X360', 'PS3', 'PC']"
602,Spyro Reignited Trilogy,13-Nov-18,"['Toys for Bob', 'Activision']",3.9,552,552,"['Adventure', 'Platform']",4500,282,2.1K,808,Toys for Bob,Activision,2018,Nov,AAA,Adventure,Platform,,,,,0.65,0.36,,0.24,0.06,"['PS4', 'XOne']"
604,Sin and Punishment,21-Nov-00,"['Treasure', 'Nintendo']",4,459,459,['Shooter'],1100,34,878,550,"Treasure Co., Ltd.",Nintendo,2000,Nov,AAA,Shooter,,,,,,0.13,,0.13,,0.0,['N64']
606,New Super Mario Bros. 2,28-Jul-12,"['Nintendo', 'Nintendo EAD']",2.9,581,581,"['Adventure', 'Platform']",6100,47,588,234,Nintendo,Nintendo,2012,Jul,AAA,Adventure,Platform,,,,,,,,,,['3DS']
607,Wolfenstein II: The New Colossus,26-Oct-17,"['MachineGames', 'Bethesda Softworks']",3.5,540,540,"['Adventure', 'Shooter']",4700,86,1.5K,675,MachineGames,Bethesda Softworks,2017,Oct,AAA,Adventure,Shooter,,,,,,,,,,"['PS4', 'XOne', 'PC']"
613,Mortal Kombat 11,22-Apr-19,"['Warner Bros. Interactive Entertainment', 'NetherRealm Studios']",3.4,490,490,['Fighting'],5000,99,612,308,NetherRealm Studios,Warner Bros. Interactive Entertainment,2019,Apr,AAA,Fighting,,,,,,,,,,,"['XOne', 'PS4', 'NS', 'PC']"
616,Asura's Wrath,21-Feb-12,"['Capcom', 'CyberConnect2']",3.7,432,432,['Brawler'],2100,65,980,827,CyberConnect2,Capcom,2012,Feb,AAA,Brawler,,,,,,0.26,0.17,0.01,0.06,0.02,"['PS3', 'X360']"
617,Tales of Berseria,18-Aug-16,"['Bandai Namco Entertainment America', 'Bandai Namco Studios']",3.7,555,555,['RPG'],3300,293,2.4K,657,Namco Bandai Games,Namco Bandai Games,2016,Aug,AAA,RPG,,,,,,0.13,,0.13,,,['PS3']
620,Prince of Persia: The Sands of Time,6-Nov-03,"['Ubisoft Entertainment', 'Ubisoft Montreal']",3.6,480,480,"['Adventure', 'Platform']",5500,37,1.1K,421,Ubisoft Montreal,Ubisoft,2003,Nov,AAA,Adventure,Platform,,,,,0.0,,,0.0,0.0,"['PS2', 'XB', 'GC', 'GBA', 'PC']"
621,Assassin's Creed Syndicate,23-Oct-15,"['Ubisoft Entertainment', 'Ubisoft Qu̩bec']",3,562,562,['Adventure'],5600,97,1.5K,417,Ubisoft Quebec,Ubisoft,2015,Oct,AAA,Adventure,,,,,,0.26,0.15,,0.09,0.02,"['PS4', 'XOne', 'PC']"
622,Sunset Overdrive,28-Oct-14,"['Insomniac Games', 'Microsoft Studios']",3.5,445,445,"['Adventure', 'Platform', 'Shooter']",3600,92,1.2K,459,Insomniac Games,Microsoft Studios,2014,Oct,AAA,Adventure,Platform,Shooter,,,,1.16,0.64,0.0,0.42,0.1,['XOne']
623,Metal Gear Solid: Peace Walker,29-Apr-10,"['Kojima Productions', 'Konami']",3.5,498,498,"['Shooter', 'Strategy']",4000,68,1.3K,566,Kojima Productions,Konami,2010,Apr,AAA,Shooter,Strategy,,,,,,,,,,"['PSP', 'PSN']"
624,Code Vein,26-Sep-19,"['Shift', 'Bandai Namco Entertainment']",3,325,325,"['Adventure', 'RPG']",3300,230,1.6K,625,Bandai Namco Studios,Bandai Namco Entertainment,2019,Sep,AAA,Adventure,RPG,,,,,,,,,,"['PS4', 'XOne', 'PC', 'Series']"
628,Super Mario Maker 2,28-Jun-19,"['Nintendo EPD', 'Nintendo']",3.7,689,689,['Platform'],6600,114,623,459,Nintendo,Nintendo,2019,Jun,AAA,Platform,,,,,,,,,,,['NS']
631,Sonic Colors,11-Nov-10,"['SEGA of America', 'Sonic Team']",3.4,609,609,"['Adventure', 'Platform']",5100,44,690,342,Sonic Team/Dimps Corporation,Sega,2010,Nov,AAA,Adventure,Platform,,,,,,,,,,"['Wii', 'DS']"
635,Tony Hawk's Pro Skater 1+2,4-Sep-20,"['Activision', 'Vicarious Visions']",4.1,498,498,"['Simulator', 'Sport']",2800,176,854,607,,,2020,Sep,AAA,Simulator,Sport,,,,,,,,,,"['XOne', 'PC', 'PS4']"
638,Deus Ex: Mankind Divided,23-Aug-16,['Square Enix'],3.5,387,387,"['Adventure', 'RPG', 'Shooter']",3400,72,2K,458,Eidos Montreal,Square Enix,2016,Aug,AAA,Adventure,RPG,Shooter,,,,0.39,0.25,,0.11,0.04,"['PC', 'PS4', 'XOne']"
639,Guitar Hero III: Legends of Rock,28-Oct-07,"['Neversoft Entertainment', 'Activision']",3.9,489,489,"['Music', 'Simulator']",6900,21,174,78,Neversoft,Activision,2007,Oct,AAA,Music,Simulator,,,,,0.02,0.02,,,0.0,"['PS2', 'Wii', 'X360', 'PS3', 'PC']"
640,Sid Meier's Civilization VI,20-Oct-16,"['Firaxis Games', '2K Games']",3.7,343,343,"['Simulator', 'Strategy', 'Turn Based Strategy']",4600,211,969,188,Firaxis Games,2K Games,2016,Oct,AAA,Simulator,Strategy,Turn Based Strategy,,,,,,,,,['PC']
641,Nioh 2,13-Mar-20,"['Koei Tecmo Games', 'Team NINJA']",4,365,365,"['Adventure', 'Brawler', 'RPG']",1400,150,1.1K,580,Koei Tecmo Games,Sony Interactive Entertainment,2020,Mar,AAA,Adventure,Brawler,RPG,,,,,,,,,['PS4']
642,Gears of War,7-Nov-06,"['Microsoft Game Studios', 'Epic Games']",3.5,522,522,['Shooter'],5300,37,545,307,Epic Games,Microsoft Game Studios,2006,Nov,AAA,Shooter,,,,,,,,,,,"['Series', 'X360']"
648,Persona 4 Golden,13-Jun-20,"['Sega', 'Atlus']",4.4,53,53,"['Adventure', 'RPG', 'Simulator', 'Visual Novel']",350,90,142,54,Atlus,Sega,2020,Jun,AAA,Adventure,RPG,Simulator,Visual Novel,,,,,,,,['PC']
653,South Park: The Fractured But Whole,17-Oct-17,"['Ubisoft Entertainment', 'Ubisoft San Francisco']",3.7,369,369,"['Adventure', 'RPG', 'Strategy']",3500,79,1.1K,512,Ubisoft San Francisco,Ubisoft,2017,Oct,AAA,Adventure,RPG,Strategy,,,,,,,,,"['PS4', 'XOne', 'PC']"
658,Uncharted: The Nathan Drake Collection,7-Oct-15,"['Naughty Dog', 'Sony Computer Entertainment, Inc. (SCEI)']",4.1,363,363,"['Adventure', 'Platform', 'Shooter']",4300,137,1.3K,319,Bluepoint Games,Sony Computer Entertainment,2015,Oct,AAA,Adventure,Platform,Shooter,,,,5.7,2.55,0.1,2.11,0.94,['PS4']
660,Pyre,25-Jul-17,['Supergiant Games'],4,484,484,"['Adventure', 'Indie', 'RPG', 'Visual Novel']",1800,74,1.5K,649,Supergiant Games,Supergiant Games,2017,Jul,Indie,Adventure,Indie,RPG,Visual Novel,,,,,,,,['PS4']
662,Dead Space 3,5-Feb-13,"['Visceral Games', 'Electronic Arts']",2.6,309,309,"['Adventure', 'Shooter']",3200,48,1K,388,Visceral Games,Electronic Arts,2013,Feb,AAA,Adventure,Shooter,,,,,0.19,0.02,,0.16,0.01,"['PS3', 'X360', 'PC']"
663,Devil May Cry HD Collection,22-Mar-12,"['Capcom', 'Capcom Production Studio 4']",3.9,230,230,"['Brawler', 'Platform']",2200,152,1.1K,371,Capcom,Capcom,2012,Mar,AAA,Brawler,Platform,,,,,,,,,,"['PS3', 'X360']"
665,Armored Core,10-Jul-97,"['FromSoftware', 'Agetec']",3.4,197,197,"['Shooter', 'Simulator']",522,38,404,216,From Software,Sony Computer Entertainment,1997,Jul,AAA,Shooter,Simulator,,,,,0.41,0.13,0.16,0.09,0.03,['PS']
668,Luigi's Mansion: Dark Moon,20-Mar-13,"['Nintendo', 'Next Level Games']",3.3,377,377,['Adventure'],4300,68,1.1K,418,Next Level Games,Nintendo,2013,Mar,AAA,Adventure,,,,,,,,,,,['3DS']
669,Gorogoa,13-Dec-17,"['Annapurna Interactive', 'Jason Roberts']",3.8,386,386,"['Adventure', 'Indie', 'Point-and-Click', 'Puzzle']",2000,31,471,382,Buried Signal,Annapurna Interactive,2017,Dec,Indie,Adventure,Indie,Point-and-Click,Puzzle,,,,,,,,['NS']
671,Castlevania: Order of Ecclesia,21-Oct-08,['Konami'],4,483,483,"['Adventure', 'Brawler', 'Platform', 'RPG']",2000,75,963,540,Konami,Konami,2008,Oct,AAA,Adventure,Brawler,Platform,RPG,,,0.37,0.27,0.04,0.03,0.03,['DS']
673,LEGO Batman 2: DC Super Heroes,19-Jun-12,"['Feral Interactive', ""Traveller's Tales""]",3.5,446,446,"['Adventure', 'Brawler', 'Platform']",4600,41,821,132,Traveller's Tales,Warner Bros. Interactive Entertainment,2012,Jun,AAA,Adventure,Brawler,Platform,,,,,,,,,"['X360', 'Wii', 'PS3', '3DS', 'DS', 'PSV', 'PC', 'And', 'OSX', 'iOS']"
677,Just Cause 3,30-Nov-15,"['Avalanche Studios', 'Square Enix']",3.1,269,269,['Adventure'],4900,93,1K,155,Avalanche Studios,Square Enix,2015,Nov,AAA,Adventure,,,,,,0.16,0.03,,0.12,0.01,"['PS4', 'XOne', 'PC']"
679,LittleBigPlanet,27-Oct-08,"['Media Molecule', 'Sony Computer Entertainment']",3.6,405,405,['Platform'],6000,21,403,219,Media Molecule,Sony Computer Entertainment,2008,Oct,AAA,Platform,,,,,,,,,,,['PS3']
681,Wario Land 3,21-Mar-00,"['Nintendo R&D1', 'Nintendo']",3.8,284,284,"['Adventure', 'Platform', 'Puzzle']",1200,67,588,174,Nintendo R&D1,Nintendo,2000,Mar,AAA,Adventure,Platform,Puzzle,,,,,,,,,['GB']
687,River City Girls,4-Sep-19,"['WayForward Technologies', 'WayForward']",3.6,279,279,"['Adventure', 'Arcade', 'Brawler', 'Fighting']",1900,96,809,729,WayForward Technologies,WayForward Technologies,2019,Sep,Indie,Adventure,Arcade,Brawler,Fighting,,,,,,,,"['PC', 'XOne', 'NS', 'PS4']"
690,Pikmin 2,29-Apr-04,"['Nintendo', 'Nintendo EAD']",4.1,530,530,"['Adventure', 'Real Time Strategy']",2700,53,988,500,Nintendo EAD,Nintendo,2004,Apr,AAA,Adventure,Real Time Strategy,,,,,,,,,,['GC']
692,Paper Mario: The Origami King,17-Jul-20,"['Nintendo', 'Intelligent Systems']",3.5,525,525,"['Adventure', 'RPG']",2400,188,1.2K,714,Intelligent Systems,Nintendo,2020,Jul,AAA,Adventure,RPG,,,,,,,,,,['NS']
694,Fire Emblem: Radiant Dawn,22-Feb-07,"['Nintendo', 'Nintendo SPD Group No. 2']",4,459,459,"['RPG', 'Strategy', 'Tactical']",1800,69,1.1K,497,Intelligent Systems,Nintendo,2007,Feb,AAA,RPG,Strategy,Tactical,,,,0.49,0.27,0.17,0.03,0.03,['Wii']
696,Skate 3,11-May-10,"['EA Black Box', 'Electronic Arts']",4,318,318,['Sport'],4100,44,313,188,EA Black Box,EA Sports,2010,May,AAA,Sport,,,,,,2.03,0.79,,0.93,0.32,"['X360', 'PS3']"
697,Braid,6-Aug-08,"['Number None Inc.', 'Microsoft Game Studios']",3.4,380,380,"['Adventure', 'Indie', 'Platform', 'Puzzle', 'Strategy']",3500,26,782,385,Number None Inc.,Microsoft,2008,Aug,AAA,Adventure,Indie,Platform,Puzzle,Strategy,,,,,,,['XBL']
700,Super Mario Party,5-Oct-18,['Nintendo'],2.8,336,336,"['Card & Board Game', 'Platform', 'Puzzle']",5300,34,241,185,"Nd Cube Co., Ltd.",Nintendo,2018,Oct,AAA,Card & Board Game,Platform,Puzzle,,,,,,,,,['NS']
702,The Legend of Zelda: Twilight Princess HD,4-Mar-16,"['Nintendo', 'Nintendo EPD']",4.2,447,447,"['Adventure', 'Platform', 'Puzzle']",2500,91,956,503,Tantalus Interactive,Nintendo,2016,Mar,AAA,Adventure,Platform,Puzzle,,,,,,,,,['WiiU']
703,We Love Katamari,6-Jul-05,"['NOW Production', 'Namco']",4.3,429,429,"['Adventure', 'Puzzle']",1400,38,520,410,Namco,Namco,2005,Jul,AAA,Adventure,Puzzle,,,,,0.52,0.26,,0.2,0.07,['PS2']
705,Kirby's Dream Land 2,21-Mar-95,"['Nintendo', 'HAL Laboratory']",3.2,414,414,['Platform'],2300,41,480,146,HAL Laboratory,Nintendo,1995,Mar,AAA,Platform,,,,,,,,,,,['GB']
707,Dishonored: Death of the Outsider,14-Sep-17,"['Arkane Studios', 'Bethesda Softworks']",3.6,328,328,"['Adventure', 'RPG']",1800,41,1.4K,352,Arkane Studios,Bethesda Softworks,2017,Sep,AAA,Adventure,RPG,,,,,0.14,0.07,,0.06,0.01,"['PS4', 'PC', 'XOne']"
708,Life is Strange 2,26-Sep-18,"[""DON'T NOD"", 'Square Enix']",3.3,421,421,['Adventure'],2600,107,939,643,Dotnod Entertainment,Square Enix,2018,Sep,AAA,Adventure,,,,,,,,,,,"['PS4', 'PC', 'XOne']"
709,Banjo-Tooie,20-Nov-00,"['Microsoft Game Studios', 'Rare']",3.8,443,443,"['Adventure', 'Platform']",3000,29,1.2K,485,Rare Ltd.,Nintendo,2000,Nov,AAA,Adventure,Platform,,,,,,,,,,['N64']
710,The Legend of Zelda: Oracle of Ages,27-Feb-01,"['Nintendo', 'Capcom']",3.7,512,512,"['Adventure', 'RPG']",2800,60,1.5K,492,Flagship,Nintendo,2001,Feb,AAA,Adventure,RPG,,,,,1.92,0.92,0.41,0.53,0.06,['GBC']
720,Final Fantasy V,6-Dec-92,['Square Enix'],3.8,532,532,"['Adventure', 'RPG']",2300,78,1.2K,460,Square,Square,1992,Dec,AAA,Adventure,RPG,,,,,,,,,,['SNES']
723,Shin Megami Tensei IV: Apocalypse,10-Feb-16,"['Atlus USA', 'Atlus']",3.6,442,442,"['Adventure', 'RPG']",1800,109,1.5K,634,Atlus,Atlus,2016,Feb,AAA,Adventure,RPG,,,,,0.37,0.15,0.16,0.05,0.02,['3DS']
